customer_id,full_name,total_spent,transaction_count,days_since_registration,avg_order_value
CUST0492,Charles Stevens,157085.98,12,16,3831.37
CUST0493,James Lopez,69236.21,5,612,4945.44
CUST0494,Leslie King,92444.8,7,655,4202.04
CUST0495,John Thompson,90557.19,10,600,3937.27
CUST0496,Lacey Snyder,72798.43,5,683,4549.9
CUST0497,Thomas Taylor,163227.95,13,2,4185.33
CUST0498,Caleb Bowman,80563.33,8,686,4028.17
CUST0499,Richard Cisneros,174516.56,10,525,5132.84
CUST0500,Christopher Vasquez,111001.61,9,291,4111.17
CUST0501,Bradley Barnes,269792.5,16,49,4996.16
CUST0502,Jennifer Mcfarland,117047.35,8,419,4681.89
CUST0503,Crystal Harrison,192244.1,11,479,4688.88
CUST0504,Yesenia Adams,163317.19,10,666,4536.59
CUST0505,Lisa Sullivan,151056.59,16,580,3776.41
CUST0506,Jennifer Peters,223385.98,13,679,5076.95
CUST0507,Connie Horne,247800.27,17,393,4505.46
CUST0508,Charles Hawkins,161983.73,11,591,4908.6
CUST0509,Sarah Jones,158599.92,9,488,5116.13
CUST0510,Jessica Alvarez,73333.73,5,592,4583.36
CUST0511,Diane Brown,182307.91,11,477,6511.0
CUST0512,Jessica Davis,109571.03,8,255,4565.46
CUST0513,Jerry Mccarthy,186749.39,12,685,4788.45
CUST0514,Amanda Pierce,155337.21,10,606,4707.19
CUST0515,Kenneth Wiggins,288673.03,18,519,4977.12
CUST0516,Rachel Shelton,134108.44,12,465,4063.89
CUST0517,Nathan Marsh,141234.08,12,112,3817.14
CUST0518,Zachary Smith,117971.99,9,730,4537.38
CUST0519,Lisa Moore,114674.6,9,475,5460.7
CUST0520,Dana Schroeder,139907.58,9,189,4663.59
CUST0521,Matthew Forbes,189140.55,13,142,4977.38
CUST0522,Hector Perez,77432.25,6,563,4075.38
CUST0523,Jennifer Lane,138704.45,12,290,3748.77
CUST0524,Michelle Harrison,244905.78,14,152,5324.04
CUST0525,Brandon Roberts,260379.68,15,275,4912.82
CUST0526,Sara Byrd,131083.02,12,435,4228.48
CUST0527,Pamela Powers,98750.26,8,629,4937.51
CUST0528,Stephen Cooper,180406.84,11,424,5637.71
CUST0529,Mark Vasquez,111987.06,7,337,4869.0
CUST0530,Anthony Johnson,185342.67,12,513,4412.92
CUST0531,Gina Mcdowell,75786.13,6,408,4210.34
CUST0532,Andre Garza,245067.12,18,347,4805.24
CUST0533,William Garcia,236611.4,15,25,6066.96
CUST0534,Mary Horton,54491.5,4,592,4540.96
CUST0535,Sarah Nguyen,56597.11,5,163,3773.14
CUST0536,David Boyd,116191.69,9,161,4149.7
CUST0537,Kimberly Evans,64265.78,6,305,4016.61
CUST0538,Donald Wolfe,176030.5,7,405,5867.68
CUST0539,Sarah Horton,55021.07,3,162,4232.39
CUST0540,Harry Powers,150955.66,8,199,5031.86
CUST0541,Steven Curtis,188321.53,11,219,4280.03
CUST0542,Stephanie Thompson,149775.94,12,61,4538.66
CUST0543,Connor Hobbs,153147.39,11,346,5280.94
CUST0544,Benjamin Dixon,246026.34,17,194,4473.21
CUST0545,Albert Sanchez,133463.26,12,314,4943.08
CUST0546,Tammie Boyd,108762.93,7,434,4531.79
CUST0547,Miranda Nelson,74993.72,5,235,4999.58
CUST0548,Denise Green,252670.27,17,658,4767.36
CUST0549,Martin Smith,235064.98,15,89,5110.11
CUST0550,Tracy Hobbs,187362.91,16,401,4357.28
CUST0551,Mark Porter,148738.82,10,272,4507.24
CUST0552,Robin Parker,117026.67,5,132,5851.33
CUST0553,Kevin Smith,108899.18,9,705,4033.3
CUST0554,Derek Morgan,135621.66,11,697,3874.9
CUST0555,Robert Carrillo,143309.17,11,26,4342.7
CUST0556,Michelle Scott,236394.12,18,555,3939.9
CUST0557,Rachel Martinez,171265.22,13,294,4628.79
CUST0558,Tammy Russell,200334.32,11,680,5136.78
CUST0559,Derek Lynch,134852.32,9,543,4086.43
CUST0560,Kelli Wright,158173.47,10,311,4652.16
CUST0561,Tracy Allen,101490.25,9,357,3383.01
CUST0562,Adrian Jacobs,296943.48,18,327,5302.56
CUST0563,Brandy Cole,112020.14,10,90,4480.81
CUST0564,Teresa Burch,142338.18,9,627,4591.55
CUST0565,Savannah Fuentes,147072.99,10,403,6394.48
CUST0566,Vanessa Allen,58378.99,8,254,3072.58
CUST0567,Danielle Pierce,146868.76,9,404,5245.31
CUST0568,Alejandro Greene,62071.76,8,176,3448.43
CUST0569,Gina Edwards,172683.3,12,602,5232.83
CUST0570,William Martin,113344.35,9,597,3908.43
CUST0571,Nicole James,46482.63,8,267,3575.59
CUST0572,Benjamin Castro,109774.53,11,334,4065.72
CUST0573,Megan York,213899.61,11,272,5347.49
CUST0574,Daisy Mcdonald,129409.95,9,686,4977.31
CUST0575,Joe Frazier,193065.3,12,301,5678.39
CUST0576,Brittany Dickerson,46231.76,4,131,5778.97
CUST0577,Randy Macdonald,194945.24,10,148,4998.6
CUST0578,Kyle Jenkins,187343.3,15,416,4356.82
CUST0579,Laura Valdez,150433.63,11,635,4701.05
CUST0580,Stephen Lewis,155863.49,12,465,4584.22
CUST0581,Matthew Williams,176829.53,14,628,3929.55
CUST0582,Jody Smith,123090.55,9,174,4244.5
CUST0583,Matthew Robertson,189327.8,11,115,5259.11
CUST0584,Stephanie Ramos,226764.44,16,290,4724.26
CUST0585,Sheri Collins,161374.0,12,155,4034.35
CUST0586,Jennifer Small,100974.09,8,703,4207.25
CUST0587,Richard Clay,169498.51,14,348,4460.49
CUST0588,Samantha Clark,181513.68,13,360,4125.31
CUST0589,Adam Ellis,69923.34,8,358,5378.72
CUST0590,Clifford Allen,180605.39,11,640,5160.15
CUST0591,Jonathan Delgado,141191.69,12,727,4706.39
CUST0592,Peter Maddox,143398.4,9,475,4345.41
CUST0593,Joshua Berg,68093.08,6,104,3583.85
CUST0594,Alexis Palmer,119659.01,9,60,4602.27
CUST0595,James Jarvis,164501.16,8,466,4700.03
CUST0596,Lauren Warner,134260.94,9,88,4629.69
CUST0597,Thomas Adams,132253.25,12,633,3778.66
CUST0598,Jeffrey Olson,175628.83,12,615,4503.3
CUST0599,Shelia Thornton,78321.72,7,601,4122.2
CUST0600,Cheryl Matthews,137142.71,11,455,3809.52
CUST0601,Brandy Ross,133955.51,11,708,4321.15
CUST0602,Troy Rojas,142096.92,11,652,5262.85
CUST0603,Mark Lopez,85891.77,10,172,3734.42
CUST0604,Larry Jenkins,91591.25,10,175,5088.4
CUST0605,Mary Mays,172920.44,15,244,4323.01
CUST0606,Heidi Page,128581.21,10,404,3896.4
CUST0607,Robert Murphy,157242.08,13,612,4492.63
CUST0608,Martin Williams,112768.68,8,533,4698.7
CUST0609,Peter Clark,148564.85,14,8,4369.55
CUST0610,Cynthia Wilson,134335.91,9,486,4975.4
CUST0611,John Richards,86447.92,9,329,3602.0
CUST0612,Andrew Edwards,110726.86,6,421,5272.71
CUST0613,Daniel Barnes,95871.19,6,124,5326.18
CUST0614,Crystal Cox,115983.58,8,468,5523.03
CUST0615,Kyle Clarke,70482.2,7,496,4146.01
CUST0616,Becky Turner,148207.72,11,530,5110.61
CUST0617,Jeffrey Jenkins,196940.0,10,468,6154.38
CUST0618,Jessica Dominguez,83659.53,9,624,4182.98
CUST0619,Whitney Torres,72677.47,8,20,3825.13
CUST0620,David Cannon,110496.62,6,503,5022.57
CUST0621,Jonathan Delgado,149270.08,9,135,5528.52
CUST0622,Kimberly Lewis,124002.83,8,88,4428.67
CUST0623,Kathy Smith,92975.89,10,363,4648.79
CUST0624,April Holloway,86289.53,11,607,3595.4
CUST0625,Andrew Green,107011.76,12,377,3963.4
CUST0626,Michael Montgomery,201270.12,13,386,4680.7
CUST0627,Michael Benson,202402.93,14,125,4216.73
CUST0628,Lori Brown,182782.0,14,455,4351.95
CUST0629,Carolyn Simpson,132297.57,8,350,4561.99
CUST0630,Tammy Martinez,86623.77,12,97,3609.32
CUST0631,Heather Bailey,133496.86,9,243,5339.87
CUST0632,William Lee,70041.68,8,544,3891.2
CUST0633,Tracy Jones,214288.52,12,133,5639.17
CUST0634,Kerry Meyer,115066.3,11,623,4109.51
CUST0635,Shannon Stone,116443.15,10,197,4015.28
CUST0636,Stephanie Hernandez,150240.47,12,21,4060.55
CUST0637,Kathryn Peterson,260653.33,12,575,5923.94
CUST0638,Katie Curtis,128157.13,9,440,5572.05
CUST0639,Jose Cook,179749.79,14,40,4858.1
CUST0640,Joseph Boyd,126095.84,8,580,4348.13
CUST0641,Angela Allen,208213.8,10,527,5627.4
CUST0642,Rebecca Smith,79916.49,5,687,7265.14
CUST0643,Joshua Harris,78055.65,4,716,5203.71
CUST0644,John Green,92080.46,9,77,3836.69
CUST0645,Amanda Palmer,136770.48,10,543,4716.22
CUST0646,Leah Davis,144771.6,11,453,4387.02
CUST0647,Thomas Thompson,194328.16,17,531,3965.88
CUST0648,Melissa Mills,148072.84,10,590,4355.08
CUST0649,Linda Jones,116353.28,8,402,4309.38
CUST0650,Jessica Torres,192394.81,10,118,5496.99
CUST0651,John Brown,210871.62,13,619,5271.79
CUST0652,Aaron Galloway,188746.49,13,217,4967.01
CUST0653,Rhonda Patterson,192276.82,13,271,4930.17
CUST0654,Mark Matthews,172508.92,16,178,4011.84
CUST0655,Larry Levy,215355.4,14,666,4486.57
CUST0656,Laura Preston,110263.78,8,684,4594.32
CUST0657,Margaret Robbins,121957.92,14,151,3484.51
CUST0658,Nicholas Parker,122701.73,9,99,4908.07
CUST0659,Nancy Nichols,77595.93,6,205,5968.92
CUST0660,Jennifer Lawrence,107092.08,11,573,3966.37
CUST0661,Christian Schmidt,84919.4,6,172,3859.97
CUST0662,Heather Hutchinson,31468.32,4,658,3496.48
CUST0663,Ethan Johnson,54648.55,8,398,3643.24
CUST0664,Sherry Hubbard,93438.63,9,583,3893.28
CUST0665,Adam Compton,61948.13,5,209,6194.81
CUST0666,Eric Hartman,138189.31,8,306,4935.33
CUST0667,Melissa Allen,219231.36,12,431,5925.17
CUST0668,Jennifer Allen,120548.85,8,709,4821.95
CUST0669,Andre Douglas,163689.71,13,267,3558.47
CUST0670,Matthew Stewart,130983.87,11,54,4516.69
CUST0671,Frances Bishop,112500.6,10,459,5357.17
CUST0672,Teresa Flores,186108.87,14,324,4135.75
CUST0673,Karen Kelly,110397.01,8,109,4415.88
CUST0674,Brent Pratt,153580.62,8,311,4388.02
CUST0675,Craig Murphy,106189.3,9,594,4424.55
CUST0676,Brandon Andrade,135459.45,9,416,4671.02
CUST0677,Elizabeth Jones,76316.52,7,148,3815.83
CUST0678,Andrea Brewer,194247.57,13,139,4316.61
CUST0679,Lisa Ponce,146549.19,13,646,3960.79
CUST0680,Gabriel Klein,148664.83,9,82,4645.78
CUST0681,Rebecca Singh,65494.16,5,409,4093.39
CUST0682,Kevin Valenzuela,47975.93,4,581,4361.45
CUST0683,Jason Morris,123250.4,13,630,4401.8
CUST0684,Aaron Bell,166469.54,14,260,4624.15
CUST0685,Erica Mcguire,149036.16,10,110,4516.25
CUST0686,Bobby Adams,204031.04,15,568,4534.02
CUST0687,Allison Vaughn,139349.79,10,382,4354.68
CUST0688,Justin Ewing,101086.44,7,359,4395.06
CUST0689,Angela Woods,205097.25,12,407,4769.7
CUST0690,Andrew Morris,112883.62,9,624,4515.34
CUST0691,Mary Peterson,107089.52,10,215,3966.28
CUST0692,Mary Murphy,140270.03,12,601,4007.72
CUST0693,Jessica Bernard,128369.39,9,241,4011.54
CUST0694,Margaret Jones,105790.94,10,382,4231.64
CUST0695,Caitlin Rhodes,71238.42,8,118,3097.32
CUST0696,Louis Osborne,55888.27,7,7,2941.49
CUST0697,Jessica Lucas,94010.74,7,28,4700.54
CUST0698,Gregory Garcia,63398.74,6,441,4226.58
CUST0699,Matthew Henry,56324.51,5,103,4693.71
CUST0700,Chelsea Wallace,101345.43,15,572,2739.07
CUST0701,Erin Murray,46217.36,4,625,5777.17
CUST0702,Troy Bowen,166953.48,12,320,4393.51
CUST0703,Jeremiah Snyder,101300.69,8,514,3751.88
CUST0704,Christopher Wilson,73420.68,7,212,4078.93
CUST0705,Jessica Clark,181261.53,10,635,4898.96
CUST0706,Benjamin Warren,67388.8,6,115,3964.05
CUST0707,Nancy Morales,160146.12,9,509,5338.2
CUST0708,Benjamin Burns,173370.27,12,632,4685.68
CUST0709,Christian Reyes,91561.52,6,181,4819.03
CUST0710,Joseph Hill,217944.66,15,139,5315.72
CUST0711,Edward Johnson,144958.18,9,585,4529.94
CUST0712,Kelly Smith,99395.33,6,170,5231.33
CUST0713,Kenneth Clay,115568.71,9,233,4127.45
CUST0714,Michael Evans,140118.5,10,316,4519.95
CUST0715,Peter Hall,168774.1,13,688,4688.17
CUST0716,Sophia Wright,95638.72,9,608,5033.62
CUST0717,Cory Shaw,75208.36,4,390,6267.36
CUST0718,Jennifer Navarro,100933.18,9,94,4388.4
CUST0719,Alexandria Jefferson,252563.44,16,635,4510.06
CUST0720,Scott Pugh,88325.35,6,420,4906.96
CUST0721,Kristopher Joyce,83499.49,6,349,4638.86
CUST0722,Amber Gonzalez,173731.21,12,547,4136.46
CUST0723,Lawrence Fletcher,166658.43,15,504,4629.4
CUST0724,David Cordova,206595.45,12,100,4304.07
CUST0725,Kristy Evans,163926.29,13,696,4098.16
CUST0726,Robert Johnson,169396.72,14,14,4457.81
CUST0727,Kathryn Potter,102067.51,7,310,4639.43
CUST0728,Eric Trevino,194564.76,15,496,4524.76
CUST0729,Jason Mathews,204663.49,15,118,5385.88
CUST0730,George Dean,99301.33,7,479,4728.63
CUST0731,Nicholas Chung,158598.1,11,188,3776.15
CUST0732,Manuel Rodriguez,103062.36,7,701,4907.73
CUST0733,Stacy Mcdonald,165793.38,10,488,5526.45
CUST0734,Leslie Diaz,86133.71,4,585,5066.69
CUST0735,Kenneth Gonzalez,96739.68,8,358,4206.07
CUST0736,Nicole Gonzalez,152638.02,10,623,4923.81
CUST0737,David Aguilar,118174.15,9,398,3692.94
CUST0738,Michael Ball,138624.87,13,56,3960.71
CUST0739,Kevin Castillo,114176.31,8,393,4567.05
CUST0740,Shawn James,120484.85,7,157,6693.6
CUST0741,Kathy Horton,133447.16,11,96,4043.85
CUST0742,Ann Green,170912.56,11,123,4168.6
CUST0743,Christopher Andrade,181715.46,11,399,4911.23
CUST0744,Ronald Rodriguez,63937.2,5,647,5812.47
CUST0745,Blake Holt,236581.54,18,173,4638.85
CUST0746,Megan Becker,59896.91,4,330,3993.13
CUST0747,Meghan Franklin,37187.58,2,119,4131.95
CUST0748,Margaret Perez,85796.63,8,516,3431.87
CUST0749,David Carter,137603.11,8,462,4047.15
CUST0750,Michael Martinez,61103.58,5,583,4700.28
CUST0751,Gina Marshall,162295.99,10,530,5796.29
CUST0752,Heidi Wong,214651.8,17,253,3902.76
CUST0753,Brian Livingston,135656.36,10,210,4844.87
CUST0754,Carly Johnson,113183.38,10,323,4921.02
CUST0755,Alexandria Chapman,103009.49,9,725,3961.9
CUST0756,Scott Phillips,151792.3,13,639,3994.53
CUST0757,Bruce Brown,166032.16,10,59,5355.88
CUST0758,Whitney Young,167372.37,10,64,4782.07
CUST0759,Caroline Boyd,82712.93,10,692,3446.37
CUST0760,Mark Garcia,194233.29,16,96,4855.83
CUST0761,Cynthia Knight,176619.73,12,548,5352.11
CUST0762,Elizabeth Sosa,194518.5,15,161,4862.96
CUST0763,John Holmes,168763.14,13,20,4441.14
CUST0764,Carrie Nunez,118404.84,11,675,4228.74
CUST0765,Sharon Thompson,237159.7,14,71,4743.19
CUST0766,Bruce Jones,108871.83,9,141,3888.28
CUST0767,Susan Martinez,113138.19,7,34,4919.05
CUST0768,Karen Rich,124041.07,12,551,4134.7
CUST0769,Dana Rodriguez,136134.59,12,616,4391.44
CUST0770,Mark Roberts,195139.77,12,393,4538.13
CUST0771,Joshua Cooper,76515.16,8,224,3643.58
CUST0772,Lisa Martinez,77338.06,5,580,3682.76
CUST0773,Stephanie Fox,112864.8,7,436,5374.51
CUST0774,Michael Morris,182472.36,15,45,3966.79
CUST0775,Nicholas Wilson,167219.52,10,678,5225.61
CUST0776,Cassie Ali,102309.31,8,235,4650.42
CUST0777,Heather Mack,93640.97,7,71,4682.05
CUST0778,Jeanette Fuentes,117802.11,8,255,4908.42
CUST0779,Jamie Miller,174668.63,12,621,4478.68
CUST0780,Jessica Walker,139266.32,9,175,4492.46
CUST0781,Brandon Parker,161790.81,12,55,4372.72
CUST0782,Thomas Lee,151854.09,13,491,4104.16
CUST0783,Ruth Kane,10411.24,1,660,5205.62
CUST0784,Sarah Weaver,127035.61,10,273,3849.56
CUST0785,Daniel Chavez,110184.48,10,596,3554.34
CUST0786,Karen Jones,102610.88,9,248,4104.44
CUST0787,April Brown,141952.79,12,622,3548.82
CUST0788,Diane Garcia,120390.22,11,113,4299.65
CUST0789,Kaitlyn Nelson,186515.97,13,690,4662.9
CUST0790,Chad Morris,74729.29,6,511,3736.46
CUST0791,Kristin Howe,94048.95,8,612,3761.96
CUST0792,Annette Garcia,166199.99,11,641,4373.68
CUST0793,Dennis Todd,256261.28,18,596,4201.0
CUST0794,Duane Campos,143875.65,9,171,4359.87
CUST0795,Reginald Winters,138252.88,8,431,4608.43
CUST0796,Andrew Ramsey,89138.94,9,323,3714.12
CUST0797,Melissa Moore,115486.31,9,389,5021.14
CUST0798,Tanya Pena,176841.7,13,462,3684.2
CUST0799,Donald Rivas,144983.56,10,637,4676.89
CUST0800,Priscilla Potter,124570.81,9,390,4613.73
CUST0801,Justin Wilson,105544.2,7,421,4397.68
CUST0802,Jessica Shelton,126755.91,13,514,3621.6
CUST0803,Taylor White,150268.32,13,76,4419.66
CUST0804,Carrie Boyd,62804.53,7,602,3925.28
CUST0805,Ernest Williams,188975.26,14,665,4724.38
CUST0806,Jacob Garrett,131404.62,8,42,5256.18
CUST0807,Holly Bailey,115617.89,8,42,5026.86
CUST0808,Pamela Cooper,151423.51,8,711,5221.5
CUST0809,Ryan Rodriguez,187595.94,13,713,4362.7
CUST0810,Steven Clark,233267.73,17,567,4573.88
CUST0811,Diana Morgan,204757.82,12,204,4356.55
CUST0812,Andrew Harper,163803.65,10,423,5460.12
CUST0813,Steven Moss,126187.17,11,470,4506.68
CUST0814,Melissa Lambert,131848.83,11,77,4253.19
CUST0815,Bryce Rodriguez,121994.58,11,126,3812.33
CUST0816,Andrea Blanchard,188900.49,12,724,4293.19
CUST0817,Jacqueline Nelson,81018.44,6,641,3858.02
CUST0818,Diane Coleman,75889.53,6,606,4216.09
CUST0819,Matthew Wolf,89153.84,8,633,3876.25
CUST0820,William Johnson,80281.91,5,345,5734.42
CUST0821,Preston Riley,117964.62,14,299,3276.8
CUST0822,Douglas Weber,151900.92,10,532,4746.9
CUST0823,Logan Duarte,194877.3,12,225,4753.1
CUST0824,Veronica Smith,118770.77,9,117,4948.78
CUST0825,Donald Rodriguez,90212.2,7,557,4510.61
CUST0826,Justin Harris,169284.17,14,711,4575.25
CUST0827,Christy Smith,183101.44,15,206,4161.4
CUST0828,Adriana Holland,163147.65,12,9,5625.78
CUST0829,Lori Lewis,180613.81,13,234,4881.45
CUST0830,Tammy Harmon,152948.06,11,575,4498.47
CUST0831,Eric Stevens,111988.47,10,65,4147.72
CUST0832,Kathleen Rodgers,84626.95,8,703,4029.85
CUST0833,Todd Bradley,136766.29,9,603,4884.51
CUST0834,Brandi Tyler,102752.22,10,193,4892.96
CUST0835,Mary Buck,170743.1,10,522,5507.84
CUST0836,Amanda Turner,84199.36,10,23,3508.31
CUST0837,Aaron Edwards,193511.88,15,122,4206.78
CUST0838,Brandon Miller,93881.45,10,45,3477.09
CUST0839,Mark May,153725.72,9,17,4958.89
CUST0840,Brent Graham,99949.06,5,75,4759.48
CUST0841,Joe Hobbs,92172.84,9,49,3840.54
CUST0842,Jennifer Peters,72175.63,5,625,6014.64
CUST0843,Michael Gonzalez,154887.85,12,708,3777.75
CUST0844,Benjamin Davis,191526.49,11,492,4671.38
CUST0845,Edward Watts,144677.5,11,627,4133.64
CUST0846,Jennifer Ramos,125684.98,9,663,4333.96
CUST0847,Traci Foster,188940.67,17,51,4107.41
CUST0848,Linda Jordan,177887.56,15,565,4338.72
CUST0849,Victoria Allen,127747.46,14,584,3871.14
CUST0850,Morgan Hill,132563.04,10,660,4734.39
CUST0851,Bobby Sandoval,84649.81,8,445,5643.32
CUST0852,Stephanie Martinez,144629.18,15,22,4017.48
CUST0853,Anthony Johnson,69555.42,8,329,3660.81
CUST0854,James Page,160925.65,15,3,3657.4
CUST0855,Jeffery Smith,110716.64,12,522,3355.05
CUST0856,Dominic Mitchell,137225.49,12,374,3920.73
CUST0857,Scott Green,147972.88,13,101,5918.92
CUST0858,Debbie Hess,142848.57,13,23,4081.39
CUST0859,Anthony Smith,115283.33,9,174,5012.32
CUST0860,Tanya Wright,55676.9,6,226,3976.92
CUST0861,Jennifer Rodriguez,175959.58,13,535,4630.52
CUST0862,Cameron Hartman,92298.48,10,84,3845.77
CUST0863,Brandon Phillips,234808.88,17,152,4119.45
CUST0864,William Marquez,107080.95,8,290,4461.71
CUST0865,Elizabeth Walker,193577.39,12,43,4208.2
CUST0866,Daniel Wilson,127790.43,8,707,5324.6
CUST0867,Leslie Norton,166052.54,12,36,5725.95
CUST0868,Todd Montgomery,91594.48,8,56,4579.72
CUST0869,David Fernandez,171869.15,11,258,4406.9
CUST0870,Luke Smith,103122.6,11,520,3555.95
CUST0871,Joe Gonzalez,208741.19,16,300,4970.03
CUST0872,Edward Stewart,200028.09,12,45,4878.73
CUST0873,Jessica Garcia,77428.74,9,654,3519.49
CUST0874,John Turner,211995.2,16,664,4818.07
CUST0875,Richard Jackson,57889.76,7,578,3216.1
CUST0876,Joe Baker,38060.12,6,508,3806.01
CUST0877,Wendy Henderson,69770.7,6,567,3672.14
CUST0878,Michael Martin,132507.17,11,639,4274.42
CUST0879,Vincent Kennedy,131887.18,11,409,4396.24
CUST0880,Jeffrey Wilson,256995.81,15,136,5468.0
CUST0881,Juan Anthony,291667.93,16,10,4943.52
CUST0882,Kayla Gallagher,285176.02,17,560,5281.04
CUST0883,Charles Wilson,206266.94,14,707,3966.67
CUST0884,Matthew Jacobs,122710.43,9,121,4382.52
CUST0885,Daniel Brown,147189.69,14,505,4906.32
CUST0886,Rebecca Williams,159420.83,10,367,5497.27
CUST0887,Erica Blackburn,156126.21,12,471,4731.1
CUST0888,Stephanie Lester,128020.52,11,437,4572.16
CUST0889,Douglas Davis,153734.91,11,478,4270.41
CUST0890,Alice Huynh,289235.69,15,144,5074.31
CUST0891,Susan Mcintyre,134248.81,9,435,4330.61
CUST0892,Robert Perez,100757.72,8,339,4380.77
CUST0893,Heidi Heath,191031.15,10,713,4548.36
CUST0894,Dawn Harrison,169171.54,12,167,4975.63
CUST0895,Anna Holmes,172420.7,12,421,4660.02
CUST0896,Donald Compton,72092.21,7,720,4005.12
CUST0897,Matthew Fowler,83398.32,5,722,4633.24
CUST0898,David Taylor,170466.12,14,450,5013.71
CUST0899,Erin Cook,103856.88,11,408,4327.37
CUST0900,Ronald Rice,133031.76,8,353,5542.99
CUST0901,Michael Jones,138793.97,12,512,4205.88
CUST0902,Renee Clarke,153355.49,11,726,5111.85
CUST0903,Joseph Blanchard,40029.89,4,292,4447.77
CUST0904,Julia Caldwell,95389.08,8,53,3974.55
CUST0905,Martin Bradley,120725.0,9,407,4471.3
CUST0906,Jordan Rivera,118729.16,7,212,4749.17
CUST0907,Emily Moore,149100.04,9,450,5141.38
CUST0908,Bradley Fields,139148.5,12,328,5153.65
CUST0909,Christopher Obrien,117659.63,9,181,4357.76
CUST0910,Loretta Schwartz,203403.33,14,364,4520.07
CUST0911,Joseph Miles,171454.57,9,228,4633.91
CUST0912,Christina Lee,119163.3,11,485,3723.85
CUST0913,Amy Smith,215328.13,15,181,4785.07
CUST0914,Kristina Wright,151221.54,13,559,3979.51
CUST0915,Kendra Black,143967.72,10,596,4234.34
CUST0916,Justin Sanchez,207651.13,8,8,5464.5
CUST0917,Richard Ray,131156.64,6,145,5702.46
CUST0918,Jesus Li,98656.84,7,498,4484.4
CUST0919,Anthony Smith,143916.9,10,536,5139.89
CUST0920,Kenneth Jones,138428.31,12,404,3642.85
CUST0921,Eric Stewart,49448.06,6,594,4120.67
CUST0922,Jeremy Anderson,132154.19,8,108,6007.01
CUST0923,William Walter,125958.75,10,196,4343.41
CUST0924,Michael Munoz,127283.83,10,140,4895.53
CUST0925,Melissa Ellis,125986.98,8,323,5249.46
CUST0926,Sara Hudson,203098.27,15,356,4321.24
CUST0927,George Gonzales,109830.47,7,598,4992.29
CUST0928,Maria Johnston,222507.67,20,394,3836.34
CUST0929,Sarah Montgomery,168835.17,11,215,5276.1
CUST0930,Jeffrey Franklin,87068.1,8,617,4582.53
CUST0931,Benjamin Hartman,54913.77,4,204,4576.15
CUST0932,Kenneth Lewis,198103.24,12,357,4607.05
CUST0933,Aaron Hoover,149664.56,12,287,3837.55
CUST0934,Brittany Williams,180448.51,10,444,5155.67
CUST0935,Heidi Reed,113102.19,6,95,5141.01
CUST0936,Tina Mooney,78577.92,6,566,3928.9
CUST0937,Jennifer Wilson,179437.22,13,497,4376.52
CUST0938,David Flynn,145141.06,14,369,4838.04
CUST0939,Maria Bowman,40772.39,4,518,2912.31
CUST0940,Julia Mcgee,124797.7,10,341,4159.92
CUST0941,Brandi Johnson,113466.8,10,715,3438.39
CUST0942,Kyle Simpson,134013.15,9,316,5826.66
CUST0943,Jessica Ray,126350.77,10,231,5264.62
CUST0944,Jenna Sloan,129756.76,7,58,6487.84
CUST0945,Albert Chen,74159.43,5,389,5297.1
CUST0946,Randy Tate,107623.25,9,371,3843.69
CUST0947,Steven Lowe,127536.0,11,413,4114.06
CUST0948,Helen Shelton,164550.23,12,292,4701.44
CUST0949,Douglas Smith,91360.34,8,217,3806.68
CUST0950,Eric Webb,102847.48,10,573,3955.67
CUST0951,Lindsey Carpenter,195449.19,13,352,4442.03
CUST0952,Andrew Brown,51736.71,5,611,3695.48
CUST0953,Matthew Gordon,160277.06,10,224,4331.81
CUST0954,Ryan Vasquez,130562.44,11,723,4211.69
CUST0955,Alan Lee,103941.26,8,227,4724.6
CUST0956,Julie Harris,173452.44,10,130,5101.54
CUST0957,Jennifer Riley,146938.59,11,201,4321.72
CUST0958,Daniel Jones,122648.02,8,92,4717.23
CUST0959,John Norris,209499.28,14,456,4655.54
CUST0960,Richard Harvey,134504.27,10,661,4483.48
CUST0961,Heather Lewis,125881.52,11,599,3814.59
CUST0962,Lisa Allen,288782.53,18,599,5250.59
CUST0963,Kathryn Ferguson,72442.74,8,353,3292.85
CUST0964,Karen Martin,81476.77,6,490,4526.49
CUST0965,Lori Jackson,151662.62,13,611,4333.22
CUST0966,Cheryl Clarke,107071.38,10,629,3965.61
CUST0967,Amanda Cobb,132548.7,10,208,4733.88
CUST0968,Robert Liu,98954.27,4,365,6184.64
CUST0969,Mark Salazar,87784.62,6,303,5486.54
CUST0970,Robert Myers,136699.94,12,76,4409.68
CUST0971,Erika Stephens,142008.95,11,510,4580.93
CUST0972,Danny Cross,147744.53,12,534,4477.11
CUST0973,Catherine Landry,190556.22,10,153,5150.17
CUST0974,Maria Lam,103123.43,8,202,4483.63
CUST0975,Kyle Miller,177030.81,9,507,5710.67
CUST0976,James Ball,50545.37,4,510,3610.38
CUST0977,Vincent Clements,105217.56,8,369,4384.07
CUST0978,John Ramos,113584.97,6,301,4732.71
CUST0979,Robin Lawson,170716.75,12,608,4163.82
CUST0980,Bradley Rhodes,115414.18,8,727,4274.6
CUST0981,Alice Hall,104118.96,7,554,4958.05
CUST0982,Destiny Hanson,75433.97,7,311,3970.21
CUST0983,Alan Ball,65275.54,7,33,3435.55
